id,business_name,address,street,place,area,postal_address,city,country,call,category
12967,Munyeza F T/A Munyeza Min,,,4752 Glen View 3 Glen View 3,,,Harare,Zimbabwe,690 014,
12968,Mupanemunda Maria Dr,,140 S Machel Ave City Centre,,,,Harare,Zimbabwe,702 943,
12969,Mupanomunda Dr O K,,4 Cleverland Ave Milton,,,,Harare,Zimbabwe,790 244,
12970,Mupare Carpets P/L,,,Hre,,,Harare,Zimbabwe,725 122,
12971,Mupawose L K T/A,,,,,,Harare,Zimbabwe,753 181,
12972,Mupawose L K T/A Curtely,,31 Arundel School Rd Mt,,,,Harare,Zimbabwe,302 483,
12973,Mupeti Chiramwiwa,,48 N Mandela Ave Rm 227/2Nd Fl Roslin Hse,,,,Harare,Zimbabwe,790 890,
12974,Mupfumira John,,,51 Firway Northwood Mt,,,Harare,Zimbabwe,851 126,
12975,Mupfura A R T/A Thin Air,,21 Pat Dunn Close Warren Industrial Co New,,,,Harare,Zimbabwe,663 366,
12976,Mupfuri P L Buthery,,Shop 3 60 Chinhoyi St,,,,Harare,Zimbabwe,751 039,
12977,Mupfururirwa Gerald,,102 Princes Place Livinstone/9Th Ave,,,,Harare,Zimbabwe,726 812,
12978,Mupikata G Dr,,,54 Mufakose S/Centre,,,Harare,Zimbabwe,698 006,
12979,Mupiwa B E Dr,,,,,P O Box Ch 268 Chisipite,Harare,Zimbabwe,750 380,
12980,Mupiwa Investments P/L,,,Cnr Canbera & Lyton,,,Harare,Zimbabwe,667 702,
12981,Muponde T/A O,,Driving School Rm7 67 Chinhoyi St,,,,Harare,Zimbabwe,781 628,
12982,Mupundu Kumpela Ya P/L,,2 Lee Rd Lot 5 Greendale,,,,Harare,Zimbabwe,480 767,
12983,Murambatsvina M Mandava,,3923 49Th Crescent Glen View 3,,,,Harare,Zimbabwe,692 875,
12984,Murambiwa Tapiwa Milton,,1359 Lantana St Westgate Bluff,,,,Harare,Zimbabwe,309 988,
12985,Murandy Investments P/L,,Suite 2 St Andrews Arcade,,,,Harare,Zimbabwe,480 975,
12986,Muranda P D T/A Musvo But,,,5977 Western Triangl,,,Harare,Zimbabwe,612 836,
12988,Murape Francis Leroy,,64 Eves Crescent Ashdown Park,,,,Harare,Zimbabwe,306 257,
12989,Murawu Phillip,,34/1/3 Nrz Security Camp K Kaunda Ave,,,,Harare,Zimbabwe,773 284,
12990,Murcus Pvt Ltd,,J Chinamano/Mazoe St 28 London Lodge,,,,Harare,Zimbabwe,576 336,
12991,Murebwa Taurai,,,,Site 6 Home Ind New,,Harare,Zimbabwe,460 017,
12992,Muregerera H C T/A,,Tsokachena Supermark Std 93 Tafara S/C Tafara Way,,,,Harare,Zimbabwe,491 004,
12993,Murenje Joyline,,,Hre,,,Harare,Zimbabwe,781 720,
12994,Muricom P/L,,Shop 4 Grd Flr E/Win 5 Raleigh Street,,,,Harare,Zimbabwe,795 882,
12995,Murimi Enterprises P/L,,,Shop 5573 Budiriro 5 Budiriro 5 B P O Glen View,,,Harare,Zimbabwe,693 305,
12996,Murimi M T/A Murimi Inves,,,4412 Kushanda Cres Budiriro 2 P O Glen View,,,Harare,Zimbabwe,690 475,
12997,Muringani Jane,Saloon Plot 30 Njanike S/Centre,,,,,Harare,Zimbabwe,222 141,
12998,Muriva Fashions P/L,,3492-10th Rd Warren Park 1 Hre,,,,Harare,Zimbabwe,229 260,
12999,Murota Anna Chipo,,4 Trocadero Crt Cnr 7Th St& Central,,,,Harare,Zimbabwe,701 796,
13000,Murowa Diamonds P/L,,1 Kenliworth Rd,,,,Harare,Zimbabwe,746 184,
13001,Murowa Diamods,,Kenilworth Gardens 1 Kenilworth Road Newlands,,,,Harare,Zimbabwe,776 291,
13002,Murowa Diamondsp/L,,1 Kenilworth Rd,,,,Harare,Zimbabwe,776 101,
13003,Muroyiwa Chenjerai,,Nrz Security Camp Seke Rd,,,,Harare,Zimbabwe,781 597,
13004,Murphree S M,,St 14 Westend Clinic 13 Baines Avenue,,,,Harare,Zimbabwe,733 451,
13005,Murphy Lionel Brian,,,,,Pvt Ltd P O Box St 470,Harare,Zimbabwe,490 412,
13006,Murray & Roberts Construc,,44 Tilbury Rd,,,,Harare,Zimbabwe,611 306,
13007,Murray And Roberts,,6 Douglas Rd Workington,,,,Harare,Zimbabwe,751 323,
13009,Murray Alan,,,,Sam Levys Village Borrowdale,,Harare,Zimbabwe,885 600,
13010,Murray J A Dr And,,,Dr T J A Parker 1 Medical Centre 52 Baines Av,,,Harare,Zimbabwe,723 706,
13011,Murray S R T/A,,Mukuwisi Wood Lands Hillside Rd,,,,Harare,Zimbabwe,747 213,
13012,Murray Roberts Zim P/L,,Kelvin Rd South Graniteside,,,,Harare,Zimbabwe,752 004,
13013,Musakusa I T/A,,,159 Domboshawa Borrowdsale,,,Harare,Zimbabwe,860 505,
13014,Musakwa Susan,,,F3 Travel Plaza Mazowe,,,Harare,Zimbabwe,797 842,
13015,Musanhi Investments P/L,,1695 Goerge St & Ardbennie,,,,Harare,Zimbabwe,665 993,
13016,Musara Morgen,,Flt 39 Megawattcrt 119 J Tongogara Ave,,,,Harare,Zimbabwe,252 586,
13017,Musasiwa Bus Service,,899 Soutter Rd New Ardbennie,,,,Harare,Zimbabwe,662 145,
13018,Museka E F T/A Bar Night,,,5980 Western Triangl,,,Harare,Zimbabwe,612 479,
13019,Museka Edward Farai,,44 Chiremba Rd Braeside,,,,Harare,Zimbabwe,742 137,
13020,Museka Tax Consultan,,Museka Tax Consult 44 Chiremba Road,,,,Harare,Zimbabwe,742 511,
13021,Musekiwa Temba T/A Brandi,,,,,,93 L Tsakawira St Harare,Zimbabwe,707 132,
13022,Musengi Rosinita,,,4 Tyward Cl,,,Harare,Zimbabwe,851 138,
13023,Muserera S T/A Direct,,5 Clovelley Rd,,,,Harare,Zimbabwe,572 046,
13024,Mushambi Brian T/A Musham,,737 Bignell Rd New,,,,Harare,Zimbabwe,663 348,
13025,Mushava P J T/A,,,Hamamakaranga Store Shop 7 Msika Centre P O,,,Harare,Zimbabwe,790 170,
13026,Mushayi Enert,,,Hre,,,Harare,Zimbabwe,742 514,
13027,Mushayavanhu P D T/A,,,Hre,,,Harare,Zimbabwe,770 049,
13028,Mushonga P/Shop V N,,Shop No 4 Hughes Bld 22 Union Ave,,,,Harare,Zimbabwe,771 732,
13030,Mushayiwa Ngonidzashe,,Nelson Mandela Ave Shop 9 St Barbra Hse L,,,,Harare,Zimbabwe,733 100,
13031,Mushonga S T/A,,,,,Mushonga Associates Box 1793,Harare,Zimbabwe,733 619,
13032,Mushpeng Technologies P/L,,,Queensdale Shopping Internet Cafe,,,Harare,Zimbabwe,570 221,
13033,Music Room,,Music Room Reliance 94 L Takawira St,,,,Harare,Zimbabwe,771 759,
13034,Musimbe & Associates,,71 Jason Moyo Ave 1St Flr Francis Hse,,,,Harare,Zimbabwe,794 391,
13035,Musical Distributors,,24 Lingmell Close Borrowdale,,,,Harare,Zimbabwe,860 287,
13036,Musindo S T/A P/Shop,,Communication 123 Mbuya Nehanda St,,,,Harare,Zimbabwe,749 004,
13037,Musina Theresa,,,,,,Harare,Zimbabwe,851 920,
13038,Musindo S Ta Cell Shed,,,Hre,,,Harare,Zimbabwe,710 540,
13039,Musindo Saka,,256 Herbert Chitepo Ave,,,,Harare,Zimbabwe,794 182,
13040,Musiyambiri Sipiwe,,,2037 Sect 6,,,Harare,Zimbabwe,220 139,
13041,Musiyakurima Caroline,,8 Selous Ave Rm 5 Mason Court,,,,Harare,Zimbabwe,790 651,
13042,Musiyamwa Mini Marke,,36 Mudyamhembwe St Mufakose P O,,,,Harare,Zimbabwe,698 279,
13043,Muskwe-Assoc Legal,,,Pract 20 Ray Aam Dr,,,Harare,Zimbabwe,443 267,
13044,Muslong Ent T/A Auto Team,,77 Douglas Rd Workington P O,,,,Harare,Zimbabwe,662 728,
13045,Musko Distributors,,2 Victoria House 88 R Mugabe Road,,,,Harare,Zimbabwe,738 482,
13046,Musmut Enterprises P/L,,Shop 7 Bridge Hse 6 Chinhoyi St,,,,Harare,Zimbabwe,781 517,
13047,Musoki Abel,,7 Bessemer Rd Graniteside,,,,Harare,Zimbabwe,748 765,
13048,Musona Nicholas Bordah,,,72 Sheik Lane Mt,,,Harare,Zimbabwe,369 127,
13049,Musora Kudakwashe Alred,,,Std 17150 Rhino Cl Borrowdale,,,Harare,Zimbabwe,851 258,
13051,Musoro Enterprises P/L,,,3570 Glen View 4 S/C Glen View,,,Harare,Zimbabwe,690 074,
13052,Musoro Godfrey Dr,,,8611 Glen Norah A Glen Norah A,,,Harare,Zimbabwe,612 012,
13053,Musprox Investments,,102 Seke Rd Kelvin Rd North,,,,Harare,Zimbabwe,749 836,
13054,Musting Trading P/L,,,,,,Harare,Zimbabwe,757 410,
13055,Mustmay Thermtechnic P/L,,,,,,62 Harare Dr Greystone Park,Zimbabwe,851 418,
13056,Musto J C T/A J R,,,Panel Beaters 6 Edison Cres,,,Harare,Zimbabwe,750 681,
13057,Musuka P G Dr,,170 Chinhoyi St,,,,Harare,Zimbabwe,753 194,
13058,Musukutwa B R T/A Smooth,,Shop5 St Patrick;S S/C Chiremba Rd P O,,,,Harare,Zimbabwe,570 781,
13059,Musuka Peter Gonda,,,,,P O Box M181 Mabelreign,Harare,Zimbabwe,756 132,
13060,Musunda P W Dr,,,Shop 3 Machokoto Bld Warren Park D,,,Harare,Zimbabwe,220 115,
13061,Muswilwa Christopher,,36 Kilwinning Rd Hatfield,,,,Harare,Zimbabwe,573 351,
13062,Mushure Kamba Kephas,,5230 213Th Street New Canaan,,,,Harare,Zimbabwe,612 340,
13063,Musonda J,,,,,,212 Empumalanga,Zimbabwe,081 30315,
13064,Musariri S,,,,,,600 Darby Dr Industrial Sites,Zimbabwe,081 23338,
13065,Musanhu M,,,,,,19 Middleburg Rd Raylton,Zimbabwe,081 20535,
13066,Mutadza Winnie,,81 Woolwich Rd Willowvale,,,,Harare,Zimbabwe,661 520,
13067,Mutakiwa John,,667 Seke Rd Hatfield,,,,Harare,Zimbabwe,576 316,
13068,Mutambirwa George,,,,,P O Box Cr 475,Harare,Zimbabwe,706 203,
13069,Mutanda Balton Munoda,,15745 Sunningdale 2 10th St Sunningdale,,,,Harare,Zimbabwe,589 277,
13070,Mutandadzi C,,,Consultancy Pvt Ltd 703 7Th Fl Regal Sta Hse G,,,Harare,Zimbabwe,743 408,
13072,Mutandiro Stanley,,20 Dunmore Ave,,,,Harare,Zimbabwe,573 242,
13073,Mutanga Bernard Magaya,,,15 Hawkshead Dr,,,Harare,Zimbabwe,862 495,
13074,Mutandwa Dr P N,,10481-210th St Kuwadzana,,,,Harare,Zimbabwe,210 313,
13075,Mutanga L T/A One To One,,24 2Nd Flr Robin Hse 11 G Silundika Ave,,,,Harare,Zimbabwe,758 347,
13076,Mutangadura D (Dr),,215 Chitepo Hgts Second Street,,,,Harare,Zimbabwe,700 670,
13077,Mutangadura D I,,139 J Chinamano Ave,,,,Harare,Zimbabwe,721 742,
13078,Mutangadura N T/A Oakwood,,,4407 Kushanda Cresce Budiriro 2,,,Harare,Zimbabwe,690 682,
13079,Mutare Tours & Car Hire,,,Hre,,,Harare,Zimbabwe,798 378,
13080,Mutasa Aggrey G,,,,,International Ltd P O Box 3098,Harare,Zimbabwe,703 303,
13081,Mutasa Meats,,,,,P O Box St 581,Harare,Zimbabwe,662 221,
13082,Mutasa Kennedy,,3434-43Rd Crescent Glen View 4 P O Glen View,,,,Harare,Zimbabwe,701 781,
13083,Mutasa S For Chinho Glas,,,,,Coutinho Glass Engineering Box Ua499 Union Ave,Harare,Zimbabwe,752 836,
13084,Mutate Enterprises P/L,,84 West Rd,,,,Harare,Zimbabwe,302 189,
13085,Mutemachani Caroline A,,,Hre,,,Harare,Zimbabwe,573 276,
13086,Mutero K L Dr,,,21 Piemonte Court 141 Josiah Chinamano,,,Harare,Zimbabwe,795 600,
13087,Mutengwa I Dr,,29 Scarsdale Rd Sherwood Park,,,,Harare,Zimbabwe,572 035,
13088,Mutero S T/A Dajost Contr,,,Actors Bay 27 Zdb Complex,,,Harare,Zimbabwe,621 234,
13089,Mutero S T/A Stege Ent P/,,4118 Main Street Machipisa S/C P O,,,,Harare,Zimbabwe,668 751,
13090,Muteswa,,,Std 4103,,,Harare,Zimbabwe,662 467,
13091,Muteswa L T/A Muteswa Bar,,,2449 Kambuzuma Sect 3,,,Harare,Zimbabwe,223 439,
13093,Mutetwa S M Dr,,6 Grayhurst Bldg 102 N Mandela Ave,,,,Harare,Zimbabwe,701 357,
13094,Mutimusakwa R,,34 Houghton Park Rd Houghton,,,,Harare,Zimbabwe,723 642,
13095,Mutezo R Partners,,4Th Flr Coal Hse 17 N Mandela Ave,,,,Harare,Zimbabwe,749 293,
13096,Mutingwende Import & Exp,,,Hre,,,Harare,Zimbabwe,749 353,
13097,Mutiti Secretarial Serv,,,Nrz Main Station,,,Harare,Zimbabwe,755 734,
13098,Mutiti Secretarial Servic,,,Hre,,,Harare,Zimbabwe,755 995,
13099,Mutize L,,,Rm 5 1St Floor Benhay Hse Chinhoyi Albion,,,Harare,Zimbabwe,773 999,
13100,Mutomba Gilbert,,,,,,Harare,Zimbabwe,851 476,
13101,Mutomba Investments,,92 Rezende Street,,,,Harare,Zimbabwe,756 788,
13102,Mutondo Investments P/L,,58 Golden Stairs Rd Mt Pleasant,,,,Harare,Zimbabwe,301 092,
13103,Mutsaru Trust Daniel,,16348-Ist Crescent Sunningdale,,,,Harare,Zimbabwe,576 984,
13104,Mutsawehuni Ironcraft,,,5993 Western Triangl Highfield,,,Harare,Zimbabwe,611 069,
13105,Mutsonziwa Irene,,No 1 Trenchard Rd,,,,Harare,Zimbabwe,303 383,
13106,Mutsvanzva Bus Servi,,8Km Peg Simon Mazorodze Rd,,,,Harare,Zimbabwe,610 891,
13107,Mutsunge Farai,,135 Cutter Close Glen,,,,Harare,Zimbabwe,499 314,
13108,Mutter Ent,,Shop 7 Gdale Shops 7 Coronation Ave,,,,Harare,Zimbabwe,442 727,
13109,Mutual Construction P/L,,,1063 Tynwald South Kuwadzana,,,Harare,Zimbabwe,216 269,
13110,Mutual Pharmacies,,Pvt Ltd Shop 4 Pax Hse Union Ave H,,,,Harare,Zimbabwe,708 406,
13111,Mutukwa Fungai,,27 J Tongogara Ave,,,,Harare,Zimbabwe,720 080,
13112,Mutukwa Annita,,2573 Glenlorne T/Shp 32 Enterprise Rd Glen,,,,Harare,Zimbabwe,499 730,
13114,Mutungagore Investments P,,7577 77Th St Old Highfield,,,,Harare,Zimbabwe,663 013,
13115,Mutungwazi Quinn Sibusisi,,,,,,Harare,Zimbabwe,870 765,
13116,Mutyanda Wellington,,387 Willowvale Rd,,,,Harare,Zimbabwe,661 201,
13117,Mutyasira Ndoga Trading C,,24 Park St,,,,Harare,Zimbabwe,773 387,
13118,Mutopa S,,,,,,10 Warren Lane No 1 Cilliery,Zimbabwe,081 20039,
13119,Muvhawa Drive Shafts Eng,,2A Leopold Takawira 2A L Takawira St,,,,Harare,Zimbabwe,755 374,
13120,Muvi Kenny Tim Kenias,,172 Arcturus Road Greendale,,,,Harare,Zimbabwe,481 751,
13121,Muvingi & Machaya,,101 Roslin House 46Baker Avenue,,,,Harare,Zimbabwe,757 948,
13122,Muxon Services P/L,,,Hre,,,Harare,Zimbabwe,701 090,
13123,Muyambo C T/A Cos Fab Ass,,Mez Fl Sec Trust Hse 73 Union Ave,,,,Harare,Zimbabwe,707 009,
13124,Muyendesi Marilyn,,157 S Machael Ave,,,,Harare,Zimbabwe,739 286,
13125,Muza R T Dr,,,,,Final A/Cs P O Box 4800,Harare,Zimbabwe,476 242,
13126,Muzanenhamo Goodman,,27 Bauhinia Ave Masasa Park,,,,Harare,Zimbabwe,571 749,
13127,Muzanenhamo Tawanda,,,431 Sherwood Dr Sherwood S/Station,,,Harare,Zimbabwe,310 263,
13128,Muzangaza & Partners Lega,,6Th Flr Stanley Hse 63 Jason Moyo Ave,,,,Harare,Zimbabwe,253 521,
13129,Muzariri Livingstone M,,,,,P O Box 2278,Harare,Zimbabwe,331 856,
13130,Muzawazi V T/A Mushayaban,,,7136 Glen Norah A Glen,,,Harare,Zimbabwe,680 003,
13131,Muzavazi Edmore,,,4 Kaye Eddie Dr Masasa,,,Harare,Zimbabwe,573 246,
13132,Muzenda And Maganga,,,5Th Fl Morgan Hse 27 George Silundika,,,Harare,Zimbabwe,796 643,
13133,Muzenda Clara,,,Circus Night Club,,,Harare,Zimbabwe,304 223,
13135,Muzeya P T/A Broxwood Ent,,150 Northway Rd Nedasa Complex Sunningdale Hre,,,,Harare,Zimbabwe,576 891,
13136,Muzenda Trading,,,123 L Takawira,,,Harare,Zimbabwe,751 349,
13137,Muzondo Chinhema Legal,,,,,Practioners P O Box 6455,Harare,Zimbabwe,774 490,
13138,Muzondo G T T/A,,,Hre,,,Harare,Zimbabwe,731 146,
13139,Muzonzini Elisha Mr,,,Stand 79 Philadelphi,,,Harare,Zimbabwe,860 046,
13140,Muzybyte Computers P/Shop,,7841 Miti Close Budiriro 4 P O Glen View,,,,Harare,Zimbabwe,691 450,
13141,Muzangaza Mandaza & Tomana,,6th Floor Stanley House 63 Jason Moyo Avenue,,,,Harare,Zimbabwe,253 537/8/9,
13142,Muzvimwe G,,,,,,4 Acacia Ave Baobab,Zimbabwe,081 30440,
13143,Mvemve Contractors & Eart,,50 Rhodesville Ave Greendale P O,,,,Harare,Zimbabwe,442 922,
13144,Mvemwe Contractors &,,11 Rhodesville Ave Eastlea,,,,Harare,Zimbabwe,490 210,
13145,Mvemve Contractors & Eath,,50 Rhodesville Ave,,,,Harare,Zimbabwe,495 303,
13146,Mverechena Moonshine Hote,,,L T/A Mverechene Bus 10 Sherwood Cres,,,Harare,Zimbabwe,610 896,
13147,M V L Services P/L,,,,,Of P O Box Ua 275 Union Ave,Harare,Zimbabwe,705 397,
13148,Mvududu & Ass Archtects,,204-2Nd Lister Bldg 103 Jason Moyo Ave,,,,Harare,Zimbabwe,791 329,
13149,Mvuramanzi Trust,,2 Mansfield Rd Marlborough,,,,Harare,Zimbabwe,309 246,
13150,Mwafuli Simon Tafadzwa,,2Nd/J Chinamano Ave 27 Montague Gdns,,,,Harare,Zimbabwe,708 607,
13151,Mwale Farm Equip P/L,,Sterling Car Breaker 10km Peg Seke Rd,,,,Harare,Zimbabwe,575 450,
13152,Mwamuka Enterprises P/L,,,Hre,,,Harare,Zimbabwe,771 979,
13153,Mwamuka Investments,,,(Pvt) Ltd T/A Club Saratoga 4058,,,Harare,Zimbabwe,666 620,
13154,Mwamuka Klaudin,,60 Drew Road,,,,Harare,Zimbabwe,494 776,
13156,Mwamuka Mercuri And,,,Associates 10th Flr Construction House L Takawira,,,Harare,Zimbabwe,751 222,
13157,Mwamuka Ronald,,,3 Dene Cl Sentosa,,,Harare,Zimbabwe,308 184,
13158,Mwamuka T/A P R T,,,,,Taurus Airport Services P/L Box Dh46,Harare,Zimbabwe,575 284,
13159,Mwana Anokosha Home,,100 Westwood Drive Kambuzuma,,,,Harare,Zimbabwe,225 347,
13160,Mwanandishe Primary School,,9018 Bvukutiwa Rd Tafara Hre,,,,Harare,Zimbabwe,491 149,
13161,Mwandiringa F T/A,,,Dawanyi Investments Angwast/Nelson Mande Anlaby,,,Harare,Zimbabwe,781 102,
13162,Mwanga Lodge,,15 Murandy Square Ea Enterprise Rd Newlands,,,,Harare,Zimbabwe,776 341,
13163,Mwanukuzi Dr Elizabeth,,23 Boble Ave,,,,Harare,Zimbabwe,798 387,
13164,Mwarumba John,,52 West Rd Avondale,,,,Harare,Zimbabwe,334 393,
13165,Mwashita Searchmore,,7 Speke Ave Suite 204 Friern Hse,,,,Harare,Zimbabwe,749 275,
13166,Mwashitsa Searchmore,,8Th Flr Icl Bldg 42-2Nd St,,,,Harare,Zimbabwe,734 973,
13167,Mwayera Fanuel,,,Lot 4D Hedsor Borrowdale,,,Harare,Zimbabwe,862 528,
13168,Mwashita Yvonne,,,32 Appleyard Southerton,,,Harare,Zimbabwe,660 533,
13169,M W Croft (Pvt) Ltd,,Shop 1 Stanley House Stanley Ave,,,,Harare,Zimbabwe,793 055,
13170,M-Web Zimbabwe (Ltd),,Union Ave 4Th Flr Rm 410 Robinson Hse,,,,Harare,Zimbabwe,7 877,
13171,Mweleko Wango,,20 Mcchlery Ave Eastlea,,,,Harare,Zimbabwe,700 090,
13172,M-Web Zimbabwe Pvt,,,Hre,,,Harare,Zimbabwe,251 132,
13173,Mwendas Meats P/L,,,Mvurachena Farm,,,Harare,Zimbabwe,585 499,
13174,Mwengo (Mwelekeowa Ngo),,20 Mcchlery Ave Eastlea Hre,,,,Harare,Zimbabwe,799 152,
13175,Mwenye C (P/Shop),,,39 Guildford Cres,,,Harare,Zimbabwe,662 158,
13177,Mwesigye Dr Julius,,1 Zandaam Court J Chinamano Ave,,,,Harare,Zimbabwe,795 056,
13178,M Wiseman And Co Rhod Ltd,,Cnr Speke Ave/4Th St,,,,Harare,Zimbabwe,708 346,
13179,My Company P/L,,,22A James Martin Dr Lochinvar P O,,,Harare,Zimbabwe,669 448,
13180,Mycote Trading P/L,,99 Raleigh St,,,,Harare,Zimbabwe,754 027,
13181,Mynah Investments P/L,,102 Jason Moyo Ave Suite 7/1St Flr Pamron,,,,Harare,Zimbabwe,251 779,
13182,Myriad Developments,,8 Villa Braemaren 70 Oxford Rd,,,,Harare,Zimbabwe,339 526,
13183,Myrn-Flora P/L,,7 Cynthia Rd Mt Pleasant,,,,Harare,Zimbabwe,369 025,
13184,Mytech Business Equipment,,Grd Flr Pollack Hse 30 R Manyika Ave,,,,Harare,Zimbabwe,758 596,
13185,3M Zimbabwe,,,,,P O Box 742,Harare,Zimbabwe,486 385,
13186,M Z Marketing P/L,,6822 Glen View Way Glen View 8,,,,Harare,Zimbabwe,692 756,
13187,Mzmo Suppliers&Contractor,,98/3Rd Ave National,,,,Harare,Zimbabwe,748 377,
13188,Mzn (Pvt) Ltd,,9 Apollo Close Colne Valley,,,,Harare,Zimbabwe,480 943,
13189,Mzvondiwah Owen Pondai,,,,3073 Flat 5 Block 6 Tynwald Nrth,,Harare,Zimbabwe,225 355,
13190,N A A Patternmakers,,General Engineering 7 Austin Road,,,,Harare,Zimbabwe,661 246,
13191,Nacpets Tours Safaris,,Shop 1 Hermes Crt West Rd,,,,Harare,Zimbabwe,304 927,
13192,Nacome Procurement P/L,,61 Birmingham Rd,,,,Harare,Zimbabwe,660 466,
13193,Nadler Enterprises,,Samora Machel Ave Mr Juicy Stand Hre,,,,Harare,Zimbabwe,797 502,
13194,Nagar R,,7 Windsor Mews 10 Windsor Ave,,,,Harare,Zimbabwe,746 080,
13195,Nagarji And Sons R,,,L Takawira/R Mugabe,,,Harare,Zimbabwe,756 131,
13196,Naicker D,,A7 Northen Heights J Tongogara Avenue,,,,Harare,Zimbabwe,702 294,
13198,Naidoo D P Dr,,,,,P O Box 4858,Harare,Zimbabwe,740 850,
13199,Naidoo Dr Dhanabalan P,,,Hre,,,Harare,Zimbabwe,778 358,
13200,Naik Brothers P/L,,Phrma House 61 Kaguvi St,,,,Harare,Zimbabwe,794 253,
13201,Naik Brothres P/L,,45 Coventry Rd Workington,,,,Harare,Zimbabwe,754 050,
13202,Naik K Dr,,,19 Honey Dr Lincoln Green,,,Harare,Zimbabwe,740 511,
13203,Naik N J T/A Naik's,,49 R Mugabe Rd,,,,Harare,Zimbabwe,791 590,
13204,Naik Shailesh Kumar,,,,,P O Box 1009,Harare,Zimbabwe,773 903,
13205,Naina Creations P/L,,Naina Creations P/L Unity Bcripps Rd Gra,,,,Harare,Zimbabwe,753 610,
13206,NAINA Creations (Pvt) Ltd,,,,,4622 Cripps Road Graniteside P O Box 1649,Harare,Zimbabwe,753 610/771 215,
13207,Naka Haulage P/L,,82 Rezende St 1Stflr Equity Hse,,,,Harare,Zimbabwe,736 514,
13208,Naked Eye Investments P/L,,75 Goodall Ave Emerald Hill,,,,Harare,Zimbabwe,332 411,
13209,Nakasero Stationers P/L,,,Suite 4 171 S Machel,,,Harare,Zimbabwe,791 683,
13210,Nalcom Investments P/L,,267 Empowerment Way,,,,Harare,Zimbabwe,611 159,
13211,Nalco Chemserve P/L,,29 Birmingham Road Southerton,,,,Harare,Zimbabwe,751 529,
13212,Nalmino Investment P/L,,15 Neill Ave,,,,Harare,Zimbabwe,446 215,
13213,Nalpnah Investments P/L,,,,,,50 S Machel Ave Harare,Zimbabwe,252 670,
13214,Nalstad Investments,,120 Blk 29 Odzi Flat S Machel Ave,,,,Harare,Zimbabwe,788 057,
13215,Namibia High Comm,,2 Kingstone Close Highlands,,,,Harare,Zimbabwe,496 225,
13216,Namibian High Commision,,Borrowdale Rd Borrwdale,,,,Harare,Zimbabwe,850 417,
13217,Namow Trading P/L,,111 Fife Ave,,,,Harare,Zimbabwe,250 608,
13219,Namsem Engineering P/L,,Coventry Rd Workington,,,,Harare,Zimbabwe,621 589,
13220,Nancy S Tiny Tots,,14 Chesterfield Rd Avondale,,,,Harare,Zimbabwe,307 292,
13221,Nanthupi Yacobe T/A,,2202 - 36Th St Hatcliffe,,,,Harare,Zimbabwe,861 415,
13222,Nandos Mobil,,Std 18541-5Th Samora Machel Ave,,,,Harare,Zimbabwe,720 881,
13223,Nardin Investment P/L,,5 Portland Rd Workington P O,,,,Harare,Zimbabwe,620 809,
13224,Naracott Investments,,S Machel Ave West Warren Park 1,,,,Harare,Zimbabwe,741 607,
13225,N A S C O H,,,Hre,,,Harare,Zimbabwe,776 683,
13226,Nas Commodity Packer P/L,,,Hre,,,Harare,Zimbabwe,751 612,
13227,Nashu Vehicle Parts,,,Centre Ta Krismla Metropole Building 46 K Kaunda A,,,Harare,Zimbabwe,724 851,
13228,Nasims Boutique P/L,,Shop 9 Karigamombe C Union Ave,,,,Harare,Zimbabwe,752 873,
13229,Nasmos Trading P/L,,85 Plymouth Rd,,,,Harare,Zimbabwe,669 649,
13230,Nasraq Trading {pvt}ltd,,,1St Flr West Wing Park Lane,,,Harare,Zimbabwe,700 665,
13231,Nastam,,,Shop 2 Stortford Par Mabelreign S/Centre,,,Harare,Zimbabwe,331 207,
13232,Nass M R,,1 St Breock Cl Mt Pleasant,,,,Harare,Zimbabwe,333 183,
13233,Nat,,,Hre,,,Harare,Zimbabwe,744 679,
13234,Nat Aids Control Prog,,,Hre,,,Harare,Zimbabwe,730 192,
13235,Nat Discount Hse,,,Hre,,,Harare,Zimbabwe,795 285,
13236,Nat St John Council,,102 Baines Avenue,,,,Harare,Zimbabwe,704 870,
13237,Nat Microbio Ref Lab,,,Hre Hosp Stn,,,Harare,Zimbabwe,661 616,
13238,Natabeal Import & Export,,,,,,Harare,Zimbabwe,796 085,
13240,Natfor Farming P/L,,,26 Ryelands Crt Portferry,,,Harare,Zimbabwe,852 163,
13241,Natbatte Enterpises,,38 Baines Ave,,,,Harare,Zimbabwe,793 591,
13242,Natinal Newsagents,,29 Mazowe St No G6 Landela Travel,,,,Harare,Zimbabwe,734 338,
13243,Nationa Oil Company,,,Msasa Pipeline Termi Msasa,,,Harare,Zimbabwe,486 265,
13244,National Aircraft,,,Site 23 Charles Prin Mt Hampden,,,Harare,Zimbabwe,302 782,
13245,Nationa Railways Of Zim,,12 Acacia Ave Lochinvah P O,,,,Harare,Zimbabwe,664 469,
13246,National Arts,,,2Nd Floor Education S/Centre Mount,,,Harare,Zimbabwe,304 494,
13247,National Ass Of Co-Op Sav,,Co-Operative Savings 219 Fife Ave,,,,Harare,Zimbabwe,704 150,
13248,National Assoc Of,,6 King George Court King George Rd,,,,Harare,Zimbabwe,302 260,
13249,National Association,,,Of Dairy Farmers Agricultural House,,,Harare,Zimbabwe,309 861,
