id,business_name,street,area,postal_address ,city,country,call,category,address,place,postal_address
10446,BROADHURST POLICE (SOUTH CENTRAL DIVISION),,,,P.O. Box: 40928,Botswana,+267 3957404,,,Gaborone (G),
10447,BROADHURST AUTO ELECTRICAL,,,,Gaborone,Botswana,+267 3973416,,,"Pharathe Cres, Broadhurst Ind Est",P.O. Box: 916
10448,B & T DIARIES (PTY) LIMITED,,,,P.O. Box: 1549,Botswana,+267 3973474,,Plot 22100 Phase4,Gaborone West,
10449,BUFFALO INDUSTRIAL PRODUCTS,,,,P.O. Box: 921,Botswana,+267 2611067,,,Selebi-Phikwe,
10450,BUILDINGS AND ARCHITECTURE DEPT OF,,Tsabong,,Tsabong (G),Botswana,+267 6540347,,,,
10451,BURS (VAT) BOTSWANA UNIFIED REVENUE SERVICES,,,,Maun,Botswana,+267 6860321,,,Rath Tower,P.O. Box: 194
10452,BUSINESS PRECISIONS SERVICES,,,,Palapye,Botswana,+267 4924419,,,"Engen Mall, Behind Spar BHC Offices",P.O. Box: 10445
10453,BUSINESS SUPPORT CENTRE -COLLECTION,,Village,,Gaborone,Botswana,+267 3700114,,,Shop 40 B Riverwalk,
10454,BUSINESS CONNECTION BOTSWANA,,,,Molepolole,Botswana,+267 5907325,,,,P.O. Box: 1495
10455,BUSH VENTURE TRADING,,,,Ghanzi,Botswana,+267 6596959,,,,P.O. Box: 631
10456,BUSH TELEGRAPH,,,,Maun,Botswana,+267 6860273,,,Opposite Airport,P.O. Box: 236
10457,BUTTERFLY GARDENS,,,,Gaborone,Botswana,+267 3930100,,Plot No 42795 Phakalane Opposite SPAR,,
10458,B W R QUANTITY SURVEYORS,,,,Gaborone,Botswana,+267 3181581,,"Plot 103 Unit 3 Ipelo House Commerce Par, k",,P.O. Box: 2892
10459,BYTE TECHNOLOGIES,,,,Francistown,Botswana,+267 2418684,,,Level 4 Unit 46 Barclays Plaza,
10460,CADVISION (PTY) LTD,,,,Gaborone,Botswana,+267 3186740,,"Plot 54483 Molapo Crossing Office 438 Fi, rst Floor",,P.O. Box: 202691
10461,CAMPHILL COMMUNITY TRUST,,,,Otse,Botswana,+267 5337593,,,,P.O. Box: 2224
10462,CAREER DIVERSITY,,,,Gaborone,Botswana,+267 3900478,,Plot 93 Unit4 Commerce Pk,,P.O. Box: 10042
10463,CARFIL SERVICES (PTY) LTD,,,,Gaborone,Botswana,+267 3928282,,"Plot 1223, Zeerust Rd, Tlokweng",,P.O. Box: 30094
10464,CARINE SMET-SANTENS-CLINICAL & DEVELOPMENTAL PSYCHOLOGIST,,,,Gaborone,Botswana,+267 3165045,,Plot 37900 Universal Estate,,
10465,CARPET SHOP THE,,,,Gaborone,Botswana,+267 3905400,,,,
10466,CARD -SHAIK,,,,Gaborone,Botswana,+267 3908859,,,Opp Naledi Police Station,P.O. Box: 25259
10467,CARBO PRESTIGE,,,,Gaborone,Botswana,+267 3972096,,,Riverwalk,P.O. Box: 478
10468,CAR TECH BOTSWANA,,,,Gaborone,Botswana,+267 3913665,,,22072/3 Tech Indus Park Opposite CTM.,P.O. Box: 40335
10469,CASTRO LUBRICANTS SUPPLIES BLOTSWANA,,,,P.O. Box: 2652,Botswana,+267 3182539,,Plot 22020,Gaborone West Ind,
10470,CASH WHEEL PTY LTD,,,,Lobatse,Botswana,+267 5331975,,"Plot 2047, Woodhall",,P.O. Box: 744
10471,CASH BAZAAR (NEW MALL) 2,,,,Maun,Botswana,+267 6861401,,"Plot 432, New Mall",,P.O. Box: 85
10472,C COMMUNITY SERVICE CENTRE,,,,Gumare (G),Botswana,+267 6874010,,,,
10473,CELITO AUTOMOBILES (PTY) LTD,,Tlokweng,,Gaborone,Botswana,+267 3928193,,Plot 61,,
10474,CELL CONNECTS,,,,Plot 28576 Gaborone West Next to Orange,Botswana,+267 3163601,,,,
10475,CENTRAL DISTRICT COUNCIL (HEADQUARTERS),,,,Serowe,Botswana,+267 4630411,,,,
10476,CENTRAL DISTRICT COUNCIL WAREHOUSE (SUPPLIES),,,,Palapye,Botswana,+267 4920215,,,near Afrox Old Ind Sites,
10477,CENTRAL RESERVATIONS (NATIONAL),,,,Gaborone,Botswana,+267 3953745,,"Plot 17401, Sir Seretse Khama Airport.",,P.O. Box: 790
10478,CENTRAL DISTRICT COUNCIL,,,,Tutume,Botswana,+267 2987217,,,Near McCollen Senior School,P.O. Box: 47
10479,CENTRAL ASSOCIATION FOR THE BLIND AND CRIPPLED,,,,Serowe,Botswana,+267 4632443,,,Mere Ward,P.O. Box: 229
10480,CHAN TECHNICAL SERVICES,,Opp Fruit & Veg City,,P.O. Box: 47118,Botswana,+267 3931160,,,Gaborone West,
10481,CHARDAMA ENTERPRISES (PTY) LTD,,,,Gaborone,Botswana,+267 3901245,,"Plot 1238, Haille Sellasie Rd",,P.O. Box: 81160
10482,CHARLIE COLLECTIONS,,,,Gaborone,Botswana,+267 3956927,,"Plot 941 Ext2, African Mall",,P.O. Box: 202269
10483,CHARLTON ELECTRICALS,,,,Orapa,Botswana,+267 2971093,,,,P.O. Box: 1541
10484,CHARLSON ENGINEERING,,,,Gaborone,Botswana,+267 3903911,,,Broadhurst,P.O. Box: 80009
10485,CHEVRON GROUP OF COMPANIES,,,,Francistown,Botswana,+267 2441805,,,Office 85 Level 8 Barclays Plaza,P.O. Box: 30300
10486,CHIT CHRISTIAN,,,,Gaborone,Botswana,+267 3972410,,"Plot KO274, Mmamashia.",,P.O. Box: 1198
10487,CHINNI ENTERPRISES (PTY) LTD,,,,P.O. Box: 830,Botswana,+267 2611305,,,Selebi-Phikwe,
10488,CHICO'S PANELBEATERS,,,,Francistown,Botswana,+267 2415420,,Plot 20958,,P.O. Box: 11979
10489,Chobe Brigades Development Trust,Kasungula Rd,,,Kasane,Botswana,+267 625 0349,,,,P.O.Box 42
10490,CHOBE NISSAN,,,,Kasane,Botswana,+267 6250673,,,Industrial Sites.,P.O. Box: 287
10491,CHOPPIES STATION,,,,Gaborone,Botswana,+267 3170780,,,Mmareka Bldg,
10492,CHOICE TRADERS,,Selebi-Phikwe,,P.O. Box: 349,Botswana,+267 2613885,,,2 Union Hse,
10493,CHOBE ENTERPRISES,,,,Kasane,Botswana,+267 6251400,,,Main Mall VDC Market,
10494,CHOBE CLEANING CHEMICALS,,,,Maun,Botswana,+267 6862154,,Plot B17 Old Mall,,P.O. Box: 812
10495,"CI OFFICE,DIOCESE GABS",,,,Gaborone,Botswana,+267 3959339,,,,P.O. Box: 218
10496,C I S BOTSWANA (PTY) LTD,,,,Selebi-Phikwe,Botswana,+267 2610673,,,,
10497,CIVIL SERVICES,,,,Kanye,Botswana,+267 5441660,,,Near Choppies.,P.O. Box: 432
10498,CIVIL SERVICE,,,,Kanye,Botswana,+267 5441887,,,,P.O. Box: 432
10499,CIVIL AND NATIONAL REGISTRATION,,,,Kanye (G),Botswana,+267 5442046,,,RAC,
10500,C J PANELBEATERS,,,,Francistown,Botswana,+267 2412034,,"Plot 233/4 next to Fochaust Clinic, Light Ind Sites",,P.O. Box: 959
10501,CJSS KUMAKWANE,,,,Gaborone,Botswana,+267 5998684,,,,
10502,CLAN RIDDLE BOTSWANA (PTY) LTD,,Palapye,,P.O. Box: 272,Botswana,+267 4920366,,,Boikago Ward,
10503,CLASSIC FOURAM,,,,Francistown,Botswana,+267 2418325,,,,P.O. Box: 4361
10504,CLEO AGENCIES (PTY) LTD T/A PETER GROVES AIRCONDITIONING SALES,,,,Gaborone,Botswana,+267 3975441,,Plot 170 Unit 13 G.I.C.P,,
10505,CLOUDS ENTERPRISES,,,,Serowe,Botswana,+267 4635371,,,Teko Ward,P.O. Box: 30955
10506,C & N MOTORS,,Mogoditshane,,Gaborone,Botswana,+267 3951658,,Plot 28/29,,
10507,C N S GYM,,,,Palapye,Botswana,+267 4922121,,,Unit 4 Lotsane Complex,P.O. Box: 81
10508,COBRA NETWORKS,,,,Maun,Botswana,+267 6861425,,,,P.O. Box: 95
10509,COIN BOTSWANA JWANENG,,,,Jwaneng,Botswana,+267 5880922,,Plot 2276,,
10510,COLOUR PLACE (PTY) LTD T/A U-CANO CANOPIES,,,,Gaborone,Botswana,+267 3908684,,Plot 5659 Legolo Rd Broadhurst,,P.O. Box: 2682
10511,COLT - NALEDI MOTORS,,,,Francistown,Botswana,+267 2413602,,"Plot 13141, Gaborone Rd",,P.O. Box: 388
10512,COMPASS GROUP BOTSWANA,,,,P.O. Box: 4787,Botswana,+267 3953659,,,Botswana Accounting College,
10513,COMMUNITY SERVICE CENTRE,,,,P.O. Box: 10,Botswana,+267 5880334,,,Jwaneng (G),
10514,"COMMUNICATIONS, SCIENCE & TECHNOLOGY, MINISTRY OF",,,,Gaborone (G),Botswana,+267 3972064,,,,
10515,CONSUMER AFFAIRS DEPT,,Selebi-Phikwe (G),,P.O. Box: 890,Botswana,+267 2613111,,,Selebi-Phikwe,
10516,CONSULATE OF REPUBLIC OF KENYA,,,,Gaborone,Botswana,+267 3951409,,,,
10517,CONSTRUCTION EXTRAS,,,,Gaborone,Botswana,+267 3187883,,,,
10518,CONSOLIDATED GENERAL TRADERS,,,,Gaborone,Botswana,+267 3184475,,,,
10519,CONSOLIDATED ENTERPRISES,,,,Palapye,Botswana,+267 4922968,,,New Industrial Site near Inter Line,P.O. Box: 112
10520,Cooperative Training Centre,,,,Gaborone,Botswana,+267 392 8731,,Plot 9103/000/0 Sebele,Next To Rural Training Centre,
10521,COSY CARE (PTY) LTD T/A THE HOT BREADSHOP,,,,Kasane,Botswana,+267 6250419,,Plot 2159,,P.O. Box: 23
10522,COST CONSULT (PTY) LTD,,,,Gaborone,Botswana,+267 3185125,,"Plot 6398, Lejara Rd",,P.O. Box: 21035
10523,COSMOS CARES,,,,Ghanzi,Botswana,+267 6596437,,,,
10524,Cottage Furniture (pty) Ltd,,,,Gaborone,Botswana,+267 390 0281,,"Plot 5635, Nakedi Rd",,P.O.Box 1468
10525,COUNCIL TREASURE (SOUTH EAST DISTRICT COUNCIL),,,,Ramotswa,Botswana,+267 5391478,,,New R.A.C,
10526,COVENTRY TRADING AS LOAN STAR,,,,Maun,Botswana,+267 6861843,,,"Old Mail, Next to Monithwane",P.O. Box: 2845
10527,CRAFTSMAN REGISTRY,,,,Gaborone,Botswana,+267 3900260,,Plot 50265 Lekedi Playground,,P.O. Box: 40022
10528,CRAFT SIGNS (PTY) LTD,,,,P.O. Box: 41280,Botswana,+267 3972786,,"Plot 14446, Kamushongo Rd",Gaborone West I/Est,
10529,C RAND DISTRIBUTION BOTSWANA,,,,Gaborone,Botswana,+267 3910148,,Plot 173,,
10530,CREATIVE MINDS,,,,P.O. Box: 60735,Botswana,+267 3936249,,"Plot 14453, Kamushongo Rd",Gaborone West I/Est,
10531,CRISPEN INDUSTRIES (PTY) LTD,,,,Ramotswa,Botswana,+267 5390895,,,,P.O. Box: 373
10532,CROSS FIRE,,,,Francistown,Botswana,+267 2415723,,,,P.O. Box: 620
10533,CROTONE FOODS,,,,Gaborone,Botswana,+267 3925000,,"Plot 120, Tlokweng",,P.O. Box: 20490
10534,CROP PRODUCTION & FORESTRY DEPT,,,,P.O. Box: 435,Botswana,+267 3950598,,,Gaborone (G),
10535,CSCEC PTY LTD,,,,Tutume,Botswana,+267 2987353,,Plot 135,,
10536,C S C E L (PTY) LTD,,Mogoditshane,,Gaborone,Botswana,+267 3902517,,Plot 951,,
10537,C T O GANTSI,,Town Centre,,Ghanzi,Botswana,+267 6597568,,,,P.O. Box: 51
10538,CTO - FRANCISTOWN PLANT WORKSHOP,,,,Francistown,Botswana,+267 241 3309,,"Plot 1070, Dumela Ind Sites",,P.O. Box: 1075
10539,CUSTOMERS,,,,Maun,Botswana,+267 6861143,,,Behind Telems Col Mall,P.O. Box: 219
10540,CUSTOMARY COURT,,,,P.O. Box: 31,Botswana,+267 6510285,,,Hukuntsi (G),
10541,CYAN AGENCIES,,,,Francistown,Botswana,+267 2401809,,,,
10542,DALLAS BOTTLE STORE,,,,Francistown,Botswana,+267 2414508,,,Galo Shopping Mall,P.O. Box: 1871
10543,DALITE CONDITIONING AND ELECTRICAL ENTERPRISES,,,,Maun,Botswana,+267 6863132,,,Near engene Centre,
10544,DAYSTAR WHOLESALERS (PTY) LTD,,,,Gaborone,Botswana,+267 3901574,,Plot 21058 Ext10,,P.O. Box: 1791
10545,DE BEERS,,,,Gaborone,Botswana,+267 3615237,,,Orapa Hse Khama Cres,
10546,DEBSWANA,,,,Orapa (G),Botswana,+267 2971683,,,,
10547,DEE & M GEE INVESTMENT,,,,Gaborone,Botswana,+267 3908059,,,,
10548,DELTA INVESTMENTS,,,,Maun,Botswana,+267 6860937,,Plot 92 Mathee Centre,,P.O. Box: 246
10549,DEMS UNLIMITED (PTY) LTD,,,,Gaborone,Botswana,+267 3900425,,"Plot 20632, Broadhurst Ind Area",,P.O. Box: 402547
10550,DENT DOCTOR PANEL BEATERS,,,,Gaborone,Botswana,+267 3939658,,"Plot 5655, Noko Rd, Broadhurst Ind Est",,P.O. Box: 40525
10551,DENKENT WORKSHOP,,Industrial Sites,,Maun,Botswana,+267 6863419,,,Boseja,
10552,DEPARTMENT OF CIVILISATION,,,,Maun,Botswana,+267 6860312,,,Under Air Traffic Control,P.O. Box: 54
10553,DEPARTMENT OF COOPERATIVES,,,,Molepolole,Botswana,+267 5920954,,,Opp CID Office,
10554,DEPARTMENT OF NATIONAL ARCHIVES,,,,Gaborone,Botswana,+267 3911820,,,,P.O. Box: 239
10555,DEPT OF LOCAL GOVERNMENT SERVICES MANAGEMENT,,,,Gaborone,Botswana,+267 3973783,,,,
10556,DEPUTY TRIBAL SECRETARY,,,,P.O. Box: 38,Botswana,+267 5880097,,,Jwaneng (G),
10557,DEPT SOCIAL SERVICES,,,,Gaborone (G),Botswana,+267 3973182,,,,
10558,DEPT OF ROAD TRANSPORT & SAFETY,,,,Gaborone (G),Botswana,+267 3905422,,,,
10559,DEPT BUILDING & ENGINEERING OFFICES,,,,Jwaneng (G),Botswana,+267 5881046,,,,
10560,DEPARTMENT OF WATER AFFAIRS,,,,Gaborone (G),Botswana,+267 3900387,,,,
10561,DEPARTMENT OF TELECOMMUNICATION AND POSTAL SERVICES,,,,Gaborone (G),Botswana,+267 3900486,,,,
10562,DEPARTMENT OF SUPPLY,,,,P.O. Box: 80,Botswana,+267 3924800,,"Plot 14412/4 Makgadigau Rd Gaborone West, Industrial",Gaborone (G),
10563,DEPARTMENT OF SUPPLIES,,Gaborone (G),,P.O. Box: 80,Botswana,+267 3922481,,,Phase1,
10564,DEPARTMENT OF SUPPLIERS,,Gaborone (G),,P.O. Box: 80,Botswana,+267 3923572,,,Phase1,
10565,DEPARTMENT OF METEOROLOGICAL SERVICES,,,,P.O. Box: 10100,Botswana,+267 3956281,,,Gaborone (G),
10566,DEPARTMENT OF GEOLOGICAL SURVEY,,,,Lobatse,Botswana,+267 5330428,,,,
10567,DEPARTMENT OF BUILDING & ENGINEERING SERVICE,,,,Lobatse (G),Botswana,+267 5330210,,,,
10568,DESTINATION SOUTH (PTY) LTD,,,,Maun,Botswana,+267 6861875,,Plot 2408 Sedie Ward,,
10569,DESIGNS,,,,P.O. Box: 550,Botswana,+267 2613855,,,Selebi-Phikwe,
10570,DEVELOPMENT TRUST,,Mosetse,,P.O. Box: 11800,Botswana,+267 2977229,,,,
10571,DEVELOPMENT PARTNERS BOTSWANA,,,,Francistown,Botswana,+267 2441473,,Plot 3195 Area L,,P.O. Box: 11873
10572,DEVELOPMENT INITIATIVE AND SERVICES,,Mogoditshane,,Gaborone,Botswana,+267 3163330,,Plot 1083 A,,
10573,DIAMOND / NARCOTICS,,,,P.O. Box: 5,Botswana,+267 2970444,,,Orapa (G),
10574,DIBORA HOSPITAL,,,,Mochudi,Botswana,+267 5777001,,,,P.O. Box: 24
10575,DIJENG & SONS (PTY) LTD,,,,Francistown,Botswana,+267 2403123,,"Plot 4611 Office 11, Monarch",,P.O. Box: 20053
10576,DIRECTORATE OF PUBLIC SERVICES MANAGEMENT,,,,Gaborone,Botswana,+267 3622600,,Attorney General Plot 50762 Selassie Rd,,
10577,DIRECTOR OF AGRICULTURAL PLANNING & STATISTICS,,,,Gaborone (G),Botswana,+267 3950576,,,,
10578,DIRECTOR MINISTRY MANAGEMENT,,,,Gaborone (G),Botswana,+267 3656621,,,,
10579,DISABILITY HIV & AIDS TRUST (DHAT),,,,Gaborone,Botswana,+267 3971774,,Plot 22116,,
10580,DISAJI PANEL BEATERS,,,,Francistown,Botswana,+267 2418989,,Plot 4899 /1,Light Ind Area,
10581,DISTRICT ADMINISTRATION OFFICE,,,,Tonota,Botswana,+267 2485978,,,Matopily Shopping Complex,
10582,DISTRICT OFFICE,,Goodhope,,P.O. Box: 142,Botswana,+267 5486250,,,Goodhope (G),
10583,DISTRICT HEALTH TEAM (CLINICS),,,,Kasane (G),Botswana,+267 6250347,,,Riverwalk,
10584,DISTRICT COUNCILS DEPUTY COUNCIL,,,,Serowe (G),Botswana,+267 4630012,,,,
10585,DISTRICT AIDS COORDINATOR,,Selebi-Phikwe (G),,P.O. Box: 60,Botswana,+267 2610794,,,Selebi-Phikwe,
10586,DISTRICT AIDS COORDINATION,,Tsabong,,P.O. Box: 1,Botswana,+267 6540247,,,District Administration Offices,
10587,DISTRICT ADMINISTRATION OFFICER,,,,P.O. Box: 93,Botswana,+267 4630424,,,Serowe (G),
10588,DISTRICT ADMINISTRATION,,,,Masunga (G),Botswana,+267 2489333,,,,
10589,DISTANT DESIGNS,,,,Maun,Botswana,+267 6863700,,Plot 106 Boseja,Industrial Sites,
10590,DISCOUNT CENTRE,,,,P.O. Box: 824,Botswana,+267 2613794,,,Selebi-Phikwe,
10591,DITSHUPO HALL,,,,Grounds.,Botswana,+267 3975555,,Plot 50830,Gaborone International Show,
10592,DIVISIONAL COMMANDER PRISON,,,,Gaborone (G),Botswana,+267 3900954,,,,
10593,DIVISION OF AGRICULTURAL PLANNING & STATISTICS - DIRECTOR,,,,Gaborone (G),Botswana,+267 3952665,,,Ministry of Agriculture.,
10594,D'KAR MULTI SERVICES,,Dakar,,P.O. Box: 1,Botswana,+267 6596774,,,Portion 3 Farm 70,
10595,DMSAC MAHALAPYE,,,,Mahalapye,Botswana,+267 4714425,,,,P.O. Box: 59
10596,DOTSON ENTERPRISES (PTY) LTD,,,,P.O. Box: 26593,Botswana,+267 3718739,,,Gaborone West,
10597,DOUBLE VISION SHOPFITTERS (PTY) LTD,,,,Gaborone,Botswana,+267 3957252,,"Plot 1253, Haile Selassie Rd, Madirelo Ext 6",,P.O. Box: 601125
10598,DR KGOSIDIILE AND SONS,,,,Bobonong,Botswana,+267 2619243,,,Bolamba Ward,P.O. Box: 248
10599,D R M SCHOOL OF NURSING,,,,Mochudi,Botswana,+267 5777267,,,,
10600,Dr WN MASENYA,,,,Gaborone,Botswana,+267 3161635,,,,P.O. Box: 70468
10601,DUMATAU TRADING T/A WASTE PAPER RECOVERY,,Kgale View,,Gaborone,Botswana,+267 3956769,,Plot 14455,,
10602,DUMELA SALES,,,,Francistown,Botswana,+267 2413413,,Plot 565 Moffat St Central B D,,P.O. Box: 11193
10603,DUST/AL SIDE PTY LTD,,,,Orapa,Botswana,+267 2971076,,,,P.O. Box: 1267
10604,DYNAMO INVESTMENTS,,,,Gaborone,Botswana,+267 3500482,,,,P.O. Box: 2568
10605,EASY-SERVICES,,,,Gaborone,Botswana,+267 3975945,,,Main Mail - Easy House,
10606,EASY CASH CONVERTERS PAWNSHOP,"6391 Lejara Rd, Broadhurst Ind Est",,,Gaborone,Botswana,+267 3909557,,,,P.O. Box: 404069
10607,EBRAHIM STORE (PTY) LTD,,,,Francistown,Botswana,+267 2414762,,Opposite Book Centre Plot 679 CBD,,P.O. Box: 39
10608,ECO-INSULATION,,,,Gaborone,Botswana,+267 3190837,,,,
10609,"EDUCATION,(MIMISTRY OF)",,,,Gaborone (G),Botswana,+267 3914005,,,,
10610,"EDUCATION, MINISTRY OF (DEPT OF VOCATIONAL & TRAINING)",,,,Gaborone (G),Botswana,+267 3972756,,,Blk6,
10611,EHAO HOLDINGS,Along Bulawayo Rd,,,Francistown,Botswana,+267 2413336,,,,P.O. Box: 30046
10612,EINSTEIN TECHNOLOGY (PTY) LTD,,,,Gaborone,Botswana,+267 3951466,,,"262 Kgosing Ward Opp Arma Motors, Mogoditshane",P.O. Box: 2561
10613,E & J PANELBEATERS (PTY) LTD,,,,Maun,Botswana,+267 6860702,,,,
10614,EKUSILENI CLINICAL LABORATORY,,,,Gaborone,Botswana,+267 3916420,,"Plot 1806 Ledumadumane, Mogoditshane",,P.O. Box: 602022
10615,ELECTRONIC AMUSEMENT (PTY) LTD,,,,Gaborone,Botswana,+267 3974999,,"Plot 20653, Savuti Rd, Block 3",,P.O. Box: 501091
10616,ELECTROLUX AGENTS,,,,Gaborone,Botswana,+267 3919315,,Plot 20632,Broadhurst Ind,
10617,ELLERINES FURNITURES,Main Rd,,,Mochudi,Botswana,+267 5777304,,,,
10618,EMANG BASADI ASSOCIATION,,Dilalelo Ext 4,,Gaborone,Botswana,+267 3909335,,"Plot 551, South Ring Rd",,
10619,EMBASSY OF BRAZIL,,,,Gaborone,Botswana,+267 3951061,,,3rd Flr Main Mall Standard Bank Hse,
10620,EMBASSY SCIENTIFIC GROUP (PTY) LTD,Kamushongo Rd,,,P.O. Box: 46131,Botswana,+267 3922931,,,Gaborone West I/Est,
10621,EMERALD STAR (PTY) LTD,,Pandamatenga,,P.O. Box: 168,Botswana,+267 6212010,,,,
10622,E M S (BOTSWANA POST),,,,Gaborone,Botswana,+267 3912004,,Plot 60 Unit 8,,P.O. Box: 100
10623,ENAMCOR (BOTSWANA) (PTY) LTD,,,,Gaborone,Botswana,+267 3956144,,"Plot 13098, Moporoporo Rd, Broadhurst Ind Est",,P.O. Box: 1885
10624,ENVIROMENTAL SYSTEMS (PTY) LTD,,,,Gaborone,Botswana,+267 3182934,,"Plot 1149/50 Nkoyaphiri Industrial Site, Mogoditshane",,P.O. Box: 401844
10625,ERIDENE PROFESSIONAL,,,,Francistown,Botswana,+267 2440865,,,Ngilichi Hse 2nd Unit Spar Meriting,P.O. Box: 40119
10626,E S A C ENTERPRISES,,,,Maun,Botswana,+267 6864796,,,Old Mall,
10627,ESIPP EU SADC INVESTMENT PROMOTION PROGRAMME,,,,Gaborone,Botswana,+267 3180120,,Plot 115 Unit9,,
10628,ESJAYD PANELBEATERS (PTY) LTD,,,,Gaborone,Botswana,+267 3904272,,Plot 10205 Molokwane Rd (Opp BHC),,P.O. Box: 20060
10629,E S K E DISTRIBUTORS,,,,Gaborone,Botswana,+267 3182786,,Plot 59 Unit 4 G.I.C.P,,P.O. Box: 502405
10630,ESPORTES CONSULTANCY,,,,Gaborone,Botswana,+267 3930780,,Plot 54483 Unt48c Molapo Crossing Mall,,P.O. Box: 47686
10631,ESTIMA CONSULTING,,,,Gaborone,Botswana,+267 3902528,,,,
10632,ETSHA CO-OP,,,,Etsha,Botswana,+267 6874583,,,Near Kgotla,P.O. Box: 217
10633,ETSHA CO - OPERATIVES,,Sepopa,,P.O. Box: 1,Botswana,+267 6877018,,,Bogege Ward,
10634,EUROPEAN COMMISSION,,,,Gaborone,Botswana,+267 3914455,,Plot 758 Robinson Rd Ext 2,,P.O. Box: 1253
10635,EURO HOLDINGS,,,,P.O. Box: 201017,Botswana,+267 3927994,,Plot 22072,Gaborone West Ind,
10636,EVERLITE SIGNS MANUFACTURERS BOTSWANA,,,,Gaborone,Botswana,+267 3911621,,"Plot 1230, Haile Selassie Rd, Madirelo Ext 6",,P.O. Box: 50094
10637,EXACT BYRE AND SPARES,,,,Maun,Botswana,+267 6865222,,Plot 6 Bojeja Industrial Sites,,
10638,EXCLUSIVE LINEN WORLD,,,,mmerce Park,Botswana,+267 3912151,,Plot 82 Unit 1 Gaborone International Co,,
10639,EXECUTIVE APPROACH SERVICES,,,,Gaborone,Botswana,+267 3914660,,"Plot 3034 Ext11, Nyerere Dve",,P.O. Box: 1390
10640,FAME HOUSE,,,,Gaborone,Botswana,+267 3907711,,,Shop G23 Fairgrounds Mall,P.O. Box: 2214
10641,FARROW LAING AND PARTNERS,,,,Gaborone,Botswana,+267 3971459,,"Plot 3159, Kgalagadi Way, Madibeng Ext 11",,P.O. Box: 201855
10642,FAR EAST TRADE LINK (PTY) LTD,,,,Gaborone,Botswana,+267 3914296,,Plot 21206,,P.O. Box: 41160
10643,FASCINATING BOTSWANA (PTY) LTD,,,,Gaborone,Botswana,+267 5391818,,,,P.O. Box: 26598
10644,FERON INVESTMENTS,,,,Gaborone,Botswana,+267 3181246,,,"Nigeria Bldg Main Mall (above Woolworths, )",P.O. Box: 2784
10645,FERMENTATION LOBATSE,,,,Lobatse,Botswana,+267 5333909,,"Plot 2132, Main St, Woodhall Ind Sites",,P.O. Box: 336
10646,F F F FITNESS CENTRE,,,,Gaborone,Botswana,+267 3974897,,"Plot 10213, Nelson Mandela Dve",,P.O. Box: 2217
10647,FILTRATION SOLUTIONS,,,,Gaborone,Botswana,+267 3957019,,Unit 3 Plot 40 Tlou Rd GICP,,P.O. Box: 404149
10648,FIRELIGHT ENTERPRISES,,,,Maun,Botswana,+267 6862009,,Plot 2542 Industrial Area,,
10649,FISHWORLD DISTRIBUTORS (PTY) LTD,,,,Gaborone West Ind,Botswana,+267 3165266,,Plot 14387,,
10650,FIVE ROSES BOTSWANA,,,,P.O. Box: 41005,Botswana,+267 3922707,,Plot 14389,Gaborone West Ind,
10651,FIXED FOR LIFE TRAINERS,,,,Gaborone,Botswana,+267 3904909,,,,P.O. Box: 1872
10652,FLEEMING ASSETS MANAGEMENT,,,,Gaborone,Botswana,+267 3959379,,Plot,,P.O. Box: 2111
10653,FLING CONSTRUCTION,,,,Selebi-Phikwe,Botswana,+267 2622588,,,Newstans,
10654,FLOWTITE BOTSWANA (PTY) LTD,,,,Gaborone,Botswana,+267 3909746,,"Plot 54060, Phakalane",,P.O. Box: 1110
10655,FLORENTIATO INVESTMENTS (PTY) LTD,,,,P.O. Box: 402046,Botswana,+267 3908305,,"Plot 22053 /7, Kgomokasitwa Rd",Gaborone West I/Est,
10656,FOOT AND MOUTH DISEASE,,,,Maun,Botswana,+267 6860425,,,Tshekatsheko Rd next to Barclays,P.O. Box: 453
10657,FOREIGN AFFAIRS,,,,Gaborone,Botswana,+267 3600800,,,Near Police Headquarters,
10658,FOREST DEPARTMENT,,,,Kanye,Botswana,+267 5440353,,,Next Magodimo Dam.,
10659,FOREVER INDUSTRIAL SEWING,,,,Gaborone,Botswana,+267 3181842,,"Plot 1218, Nkrumah Rd, Madirelo Ext 6",,P.O. Box: 3032
10660,FORTUNE TRACK INVESTMENTS,,Mogoditshane,,Gaborone,Botswana,+267 3975441,,Plot 97 Unit 6 GICP,,
10661,FORKLIFT SERVICES BOTSWANA,,,,Gaborone,Botswana,+267 3935798,,Plot 8531,Broadhurst,
10662,FOT HOLDINGS (PTY) LTD,,,,Gaborone,Botswana,+267 3915163,,,Molepolole Hway,P.O. Box: 41438
10663,FOX SCREEN PRINTERS (PTY) LTD,,,,Francistown,Botswana,+267 2414000,,"Plot 3027 Aerodrome, Light Ind Sites",,P.O. Box: 10501
10664,FRANCISTOWN AIR BRAKES,,,,Francistown,Botswana,+267 2441614,,,"Farm 88 NQ Dumela, Dumela Industrial",P.O. Box: 192
10665,FRANCISTOWN CITY COUNCIL - PERSONEL,,CBD Ext,,Francistown,Botswana,+267 2412496,,,"Civic Ctr, 911 Blue Jacket St",
10666,FRANCISTOWN CITY COUNCIL - TECHNICIAN,,,,Francistown,Botswana,+267 2410347,,,Near Civil Centre,
10667,FRANCISTOWN FIRE DEPARTMENT,,,,Opp Bank of Botswana by Flyover,Botswana,+267 2415236,,,,
